Servicing option,Availability date,OS build,KB article
LTSC,2025-01-14,26100.2894,KB5050009
LTSC,2024-12-10,26100.2605,KB5048667
LTSC,2024-11-12,26100.2314,KB5046617
LTSC,2024-11-01,26100.1742,
